dp,arr,arr_lo,arr_hi,rr,rr_lo,n_events,n_dates,R1,R2,R3,R4,R6,EST,verdict
2.0,1.7958037817341233,-0.34146771907925433,3.8093945075795115,1.0523720996100772,0.9901836766236629,41390,520,True,False,False,True,True,False,False
2.0,3.557298219358007,1.6489703208675321,5.751968726774291,1.105919986435585,1.0470955913478974,42960,520,True,False,True,True,False,True,False
2.0,1.5755776146045897,-0.19927717158747635,3.612571266663887,1.0458269882586178,0.9943869227045138,42263,520,False,False,False,True,True,False,False
2.0,1.2468883140770326,-0.5781774712922545,3.286828283187844,1.0361306344524623,0.9834607962729145,41484,520,False,False,False,True,True,False,False
2.0,2.223893237701274,0.1839769652991615,4.390022642748933,1.0651781962192661,1.0052845845963085,41256,520,True,False,True,True,True,True,False
2.0,1.9523616607315553,-0.33411113779721513,4.3412712132128375,1.057041374093106,0.9904244450121108,41631,520,True,False,False,True,True,False,False
2.0,0.5300653644929321,-1.5118890723705294,2.934820303224398,1.0152355670823303,0.9583703049580319,40473,520,False,False,False,True,True,False,False
2.0,1.3791703207751582,-0.7299147379691391,3.4378572274507584,1.0400253581488712,0.9797086707830996,41526,520,False,False,False,True,True,False,False
2.0,2.2596150623514055,0.13929359515768763,4.064523773492342,1.066256405587844,1.004007547179912,42163,520,True,False,True,True,False,True,False
2.0,0.3892055910291181,-1.5983661636078714,2.3634700794765346,1.0111633137148124,0.9551117681246699,41515,520,False,False,False,True,True,False,False
2.0,1.9038215815317394,-0.19362417902936274,3.939415435606442,1.0555928890505402,0.9945004198103639,40703,520,False,False,False,True,False,False,False
2.0,2.7929257131136422,0.7690092854875927,4.694115110496757,1.0823982795467948,1.022285292055483,41824,520,False,False,True,True,False,True,False
2.0,2.2040205537258606,0.28568980339143835,4.299557028398197,1.0645883406621337,1.0082090252085671,43269,520,False,False,True,True,True,True,False
2.0,0.941743120501104,-1.0886069561823848,2.950204080321544,1.0271939582016554,0.969459857808033,41011,520,True,False,False,True,True,False,False
2.0,4.723566359384956,2.8004099754928795,6.604690602631547,1.1426850132744926,1.082902842758443,44288,520,True,False,True,True,False,True,False
2.0,1.3981176455028388,-0.906657633572534,3.446486328515127,1.040586789940854,0.9742832985892126,41162,520,False,False,False,True,True,False,False
2.0,1.2883978231961801,-0.6295300921456883,3.161749390652925,1.0373556572875178,0.9820304839223822,40957,520,True,False,False,True,True,False,False
2.0,2.402775095422233,0.2751867485739204,4.546716282475471,1.0705752710161403,1.0077724646952817,42521,520,True,False,True,True,False,True,False
2.0,2.789448812792994,0.9495063681421686,4.659763174123465,1.082279988619393,1.027441888809916,41160,520,True,False,True,True,True,True,False
