ticker,seg1d,base,std,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,wtop
UHS,🏦majority,0.339,6.662,0.023,-0.562,1.322,-0.138,0.32,-0.153,0.917,
ULTA,🏦majority,0.616,6.557,0.158,-0.177,0.411,0.159,0.157,1.377,2.744,
UNH,🏦majority,0.509,6.617,1.389,0.275,-0.631,-0.556,1.003,-1.668,-0.1,1.303
UNP,🏦majority,0.116,4.259,1.688,0.04,0.624,-0.116,0.489,-0.031,0.003,-4.26
UPS,🏦majority,0.031,5.382,0.003,0.594,0.413,-0.39,0.644,0.152,2.079,-1.243
UPST,🎰lottery,-1.568,19.905,0.16,-0.705,-2.372,-2.659,2.354,-6.568,6.785,-13.801
URI,🏦majority,1.065,7.728,0.329,-0.312,0.18,-0.752,-2.002,-3.274,0.518,
USB,🏦majority,0.187,5.724,0.584,0.25,-0.098,-0.187,-0.489,1.401,0.306,
V,🏦majority,0.567,4.062,1.52,-0.051,0.161,-0.546,1.681,0.052,-0.052,-7.329
VEEV,🏦majority,0.02,7.377,-0.072,0.636,0.086,-0.714,-0.612,1.134,-0.699,
VICI,🏦majority,-0.094,3.88,1.048,0.163,-0.4,-0.667,1.8,-0.531,-0.645,
VLO,🏦majority,1.295,7.236,2.218,0.003,0.813,0.104,0.683,2.378,-1.475,
VMC,🏦majority,0.562,5.023,1.576,-0.278,0.153,-0.286,0.243,0.681,0.445,-1.98
VRSK,🏦majority,0.428,5.011,0.384,-0.717,-0.479,0.115,-0.278,0.591,-0.221,
VRSN,🏦majority,0.451,5.026,0.901,-0.599,0.953,-0.032,-0.308,0.881,0.742,
VRT,🏦majority,2.718,12.072,1.678,-1.247,-0.474,0.278,-2.27,1.263,-0.823,0.72
VRTX,🏦majority,0.92,5.23,1.671,0.789,-0.835,-0.662,1.42,0.348,2.441,-1.252
VST,⚡panic,1.521,9.013,5.088,0.403,-1.539,-0.297,0.139,1.162,-0.66,-11.145
VTR,🏦majority,0.489,4.969,1.461,-0.403,-0.738,0.598,0.687,-0.108,1.839,
VTRS,🏦majority,0.263,7.012,0.263,-1.143,0.164,0.351,0.245,-2.186,1.364,
VZ,🏦majority,-0.269,4.373,0.113,0.269,-0.409,-0.445,0.682,-1.202,1.429,-5.822
WAB,🏦majority,1.141,4.858,1.098,0.241,0.504,-0.521,0.965,0.116,-0.681,
WAT,🏦majority,0.458,6.189,-0.188,0.044,-1.035,-1.113,2.471,1.856,1.833,
WBA,🏦majority,-0.893,7.482,0.473,-0.399,-0.98,0.447,1.075,-0.94,2.088,
WBD,⚡panic,-0.276,11.026,2.982,0.118,-1.26,-0.496,3.249,,1.777,
WDAY,🏦majority,-0.51,7.359,0.856,0.044,0.293,-0.77,2.419,-2.27,-1.428,
WDC,🏦majority,1.606,10.821,1.031,-0.841,-0.409,0.279,-3.655,0.164,0.015,
WEC,🏦majority,0.295,3.642,0.364,0.203,-0.463,0.25,0.25,1.019,0.806,
WELL,🏦majority,1.059,4.652,0.261,0.819,0.23,-0.215,1.994,0.435,-1.942,
WFC,⚡panic,0.836,6.119,3.322,0.898,-0.036,-0.935,2.828,-1.653,-0.727,-4.288
WHR,🏦majority,-1.114,7.701,1.55,-0.162,0.621,-0.633,0.84,0.292,-2.682,
WIX,🎰lottery,-0.636,11.885,1.65,-1.045,0.709,-0.247,2.234,2.754,-0.004,-11.207
WM,🏦majority,0.636,3.468,0.859,-0.327,-0.037,0.021,-0.044,0.176,-0.317,-3.808
WMB,🏦majority,0.797,4.625,1.942,0.323,0.163,-1.086,0.393,0.948,-0.239,
WMT,🏦majority,0.923,4.263,0.322,0.135,0.898,0.199,0.599,0.882,1.597,
WPM,⚡panic,0.872,6.932,1.332,-0.276,-0.091,-1.133,1.732,2.138,-1.471,
WRB,🏦majority,0.989,3.96,0.491,-0.178,0.361,0.232,-0.35,-0.51,0.783,-0.83
WRK,🏦majority,0.269,6.115,1.062,0.871,0.651,-0.269,0.31,,1.589,
WSM,🏦majority,0.357,8.278,-0.622,0.165,0.394,0.335,-1.965,3.874,-2.854,
WST,🏦majority,1.009,7.091,1.227,-0.046,-1.647,-0.52,0.291,-2.654,-1.438,
WTW,🏦majority,0.38,4.387,0.411,0.081,1.155,-0.313,0.945,-0.082,-0.497,
WY,🏦majority,-0.349,4.871,0.583,0.681,-0.223,-0.437,0.251,-1.394,0.173,
WYNN,🏦majority,-0.536,8.003,1.295,0.417,-1.286,0.77,1.215,,-2.263,0.606
XEL,🏦majority,0.286,4.062,0.019,0.424,-0.35,-0.476,-0.982,,-0.778,
XOM,⚡panic,0.754,5.095,2.289,0.518,-0.456,-0.758,0.746,2.889,-0.331,-4.513
XPEV,🎰lottery,-1.293,14.572,-2.076,1.206,-1.055,0.583,-1.572,,-1.613,-7.449
XRAY,🏦majority,-0.856,6.919,0.209,-0.303,0.447,0.53,0.587,-1.104,0.98,
XYL,🏦majority,0.202,5.28,-0.101,-0.357,0.378,0.12,0.392,1.355,0.924,
YUM,🏦majority,0.04,3.939,0.363,0.807,-0.07,-0.326,1.029,-0.889,1.319,-5.016
ZBH,🏦majority,-0.103,4.995,1.212,0.267,0.448,-0.26,2.033,-0.161,-0.662,
ZBRA,🎰lottery,-0.06,7.714,0.232,0.348,0.455,-0.879,-0.88,0.574,2.302,-13.762
ZION,⚡panic,0.672,8.017,2.07,0.732,1.245,0.391,3.929,-0.72,1.147,
ZS,🎰lottery,0.361,10.483,-1.951,-0.85,1.936,-0.325,-2.243,1.74,3.35,-17.482
ZTS,🏦majority,0.172,5.722,0.731,-0.563,0.113,-0.152,0.894,-1.238,0.834,
