ticker,seg,base,std,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,wtop
CVLT,🏦majority,1.467,15.941,-3.987,6.966,0.033,9.905,,,,
CVS,🏦majority,0.816,11.915,0.618,-1.437,-3.577,0.069,,,,
CVX,🏦majority,1.674,9.81,8.798,2.838,-4.186,-0.753,,,,
CWST,🏦majority,1.871,10.239,3.938,6.022,0.042,-0.377,,,,
CYRX,🎲chase,-4.913,26.507,-5.054,-2.657,7.906,3.392,,,,
CYTK,🏦majority,1.544,20.37,17.843,-4.412,0.286,-2.995,,,,
CZR,🏦majority,-2.241,16.876,10.978,-1.245,-4.954,-12.12,12.175,,,
D,🏦majority,1.143,7.839,-0.146,0.686,1.121,0.076,0.102,,,
DAL,🏦majority,4.129,16.168,4.745,2.498,1.047,-5.21,,,,
DASH,🏦majority,4.811,18.401,-2.521,-5.653,5.062,1.293,5.716,,,10.345
DBX,🏦majority,0.807,10.604,3.075,2.788,0.199,2.005,,,,
DD,🏦majority,2.28,14.381,8.928,1.576,0.626,-2.249,,,,
DDOG,🏦majority,0.104,21.166,16.513,-1.664,11.802,3.925,,-3.287,,
DE,🏦majority,1.493,10.08,,3.04,2.061,-4.496,,,,
DG,🏦majority,-1.823,15.135,1.167,1.412,2.999,0.435,5.299,,,
DGII,🏦majority,5.737,16.236,-2.848,5.853,3.937,1.138,,6.445,,
DHI,🏦majority,0.729,13.915,3.083,1.047,-2.752,2.035,,,,
DHR,🏦majority,-0.09,9.616,3.946,1.537,-0.383,-0.584,,,,
DIOD,⚡panic,-0.376,17.181,24.068,0.455,-1.918,-2.656,,,,
DIS,🏦majority,-3.056,11.968,10.329,0.154,-2.678,-2.149,7.304,,,
DKNG,🏦majority,0.329,21.431,1.266,-0.329,-2.576,-3.12,,,,
DLO,🏦majority,-3.854,22.956,12.771,2.179,-2.858,-3.196,,,,
DLR,🏦majority,0.863,10.509,6.4,-1.463,0.378,-0.952,6.237,,,
DLTR,🏦majority,0.645,16.801,-0.97,3.933,3.201,-6.121,1.51,,,
