ticker,date,med_before,med_after,level_shift,bar_ratio
VRAX,2026-06-26,0.17,3.13,18.41176470588235,22.21428571428571
VRM,2025-02-20,9.004999999999999,27.235,3.024430871737924,6.187624750499002
VTGN,2022-07-22,28.775,5.255,0.18262380538662035,0.14018691588785046
VTGN,2023-08-07,1.8050000000000002,5.58,3.0914127423822713,7.767857142857143
VTGN,2025-12-17,4.205,0.66,0.15695600475624258,0.19724770642201833
VVOS,2023-11-29,4.4399999999999995,10.79,2.43018018018018,9.339407744874716
WAI,2025-07-07,50.0,9.26,0.1852,0.19856749311294766
WBUY,2025-05-08,0.17,6.0,35.29411764705882,59.25000000000001
WGRX,2026-05-26,0.11,3.125,28.40909090909091,47.75
WLDS,2025-09-10,4.095,12.135,2.9633699633699635,5.078431372549019
WNW,2022-12-21,91000.0,16695.0,0.18346153846153845,0.16569948186528496
WNW,2026-03-17,152.975,4.095,0.026769079915018795,0.20032558139534884
WOK,2025-09-24,7908.75,429.0,0.054243717401612136,0.12335526315789473
WOK,2025-12-10,411.5,2.18,0.005297691373025517,0.03411131059245961
WOK,2026-06-18,0.21000000000000002,2.035,9.69047619047619,80.0
WTO,2024-08-28,135000.0,2363.5,0.01750740740740741,0.03811659192825112
WTO,2025-10-16,562.5,14.4,0.0256,0.1112396694214876
WW,2025-07-07,0.455,36.0,79.12087912087912,160.0
WXM,2026-06-04,0.485,3.705,7.639175257731959,15.789473684210526
XAIR,2026-07-13,0.44,5.56,12.636363636363635,17.833333333333336
XXII,2026-06-12,0.63,4.3,6.825396825396825,20.4375
YAAS,2025-07-01,180.2,32.625,0.1810488346281909,0.1199040767386091
YHC,2025-03-21,45.675,3.2800000000000002,0.07181171319102354,0.17621145374449337
YHC,2026-07-13,0.85,1.85,2.1764705882352944,128.5
YMAT,2026-07-10,0.6699999999999999,2.0199999999999996,3.014925373134328,6.421052631578947
YYAI,2025-10-07,4740.0,60.0,0.012658227848101266,0.07171314741035857
YYGH,2026-06-23,0.44,1.25,2.840909090909091,30.428571428571423
ZOOZ,2026-06-01,0.3,5.33,17.76666666666667,20.26666666666667
